日期,城市,空气指标,PM25
13日,果洛藏族自治州,73,13
14日,果洛藏族自治州,67,14
15日,果洛藏族自治州,72,17
09日,玉树藏族自治州,66,7
10日,玉树藏族自治州,55,7
11日,玉树藏族自治州,56,4
12日,玉树藏族自治州,55,8
13日,玉树藏族自治州,60,8
14日,玉树藏族自治州,82,7
15日,玉树藏族自治州,72,10
16日,玉树藏族自治州,60,11
17日,玉树藏族自治州,60,10
18日,玉树藏族自治州,69,14
19日,玉树藏族自治州,74,10
20日,玉树藏族自治州,64,8
21日,玉树藏族自治州,70,5
22日,玉树藏族自治州,70,5
16日,海西蒙古族藏族自治州,83,32
17日,海西蒙古族藏族自治州,82,34
18日,海西蒙古族藏族自治州,109,42
19日,海西蒙古族藏族自治州,80,30
20日,海西蒙古族藏族自治州,188,84
21日,海西蒙古族藏族自治州,167,80
22日,海西蒙古族藏族自治州,105,46
09日,海西蒙古族藏族自治州,69,20
10日,海西蒙古族藏族自治州,65,16
11日,海西蒙古族藏族自治州,74,16
12日,海西蒙古族藏族自治州,57,21
13日,海西蒙古族藏族自治州,57,10
14日,海西蒙古族藏族自治州,51,15
15日,海西蒙古族藏族自治州,66,17
16日,银川市,131,66
17日,银川市,101,51
18日,银川市,66,30
19日,银川市,104,47
20日,银川市,121,66
21日,银川市,128,63
22日,银川市,81,45
09日,银川市,58,24
10日,银川市,82,32
11日,银川市,500,186
12日,银川市,102,33
13日,银川市,69,25
14日,银川市,58,19
15日,银川市,119,58
09日,石嘴山市,54,23
10日,石嘴山市,92,38
11日,石嘴山市,500,214
12日,石嘴山市,93,41
13日,石嘴山市,69,27
14日,石嘴山市,54,23
15日,石嘴山市,133,63
16日,石嘴山市,182,82
17日,石嘴山市,83,46
18日,石嘴山市,68,35
19日,石嘴山市,84,37
20日,石嘴山市,110,54
21日,石嘴山市,275,119
22日,石嘴山市,84,54
16日,吴忠市,164,91
17日,吴忠市,146,77
18日,吴忠市,91,49
19日,吴忠市,129,78
20日,吴忠市,154,85
21日,吴忠市,176,102
22日,吴忠市,80,54
09日,吴忠市,81,43
10日,吴忠市,90,38
11日,吴忠市,500,221
12日,吴忠市,151,65
13日,吴忠市,77,28
14日,吴忠市,53,17
15日,吴忠市,131,71
09日,固原市,118,51
10日,固原市,68,25
11日,固原市,500,194
12日,固原市,477,128
13日,固原市,110,41
14日,固原市,51,22
15日,固原市,76,34
16日,固原市,182,126
17日,固原市,82,38
18日,固原市,191,108
19日,固原市,132,81
20日,固原市,95,48
21日,固原市,151,60
22日,固原市,95,47
16日,中卫市,155,103
17日,中卫市,142,78
18日,中卫市,450,156
19日,中卫市,180,104
20日,中卫市,266,138
21日,中卫市,188,91
22日,中卫市,81,54
09日,中卫市,99,51
10日,中卫市,89,36
11日,中卫市,500,278
12日,中卫市,434,160
13日,中卫市,140,74
14日,中卫市,55,30
15日,中卫市,181,104
09日,乌鲁木齐市,69,20
10日,乌鲁木齐市,47,10
11日,乌鲁木齐市,61,9
12日,乌鲁木齐市,60,9
13日,乌鲁木齐市,57,12
14日,乌鲁木齐市,156,52
15日,乌鲁木齐市,58,18
16日,乌鲁木齐市,49,16
17日,乌鲁木齐市,51,6
18日,乌鲁木齐市,65,17
19日,乌鲁木齐市,63,12
20日,乌鲁木齐市,38,10
21日,乌鲁木齐市,58,10
22日,乌鲁木齐市,64,17
09日,克拉玛依市,62,15
10日,克拉玛依市,52,7
11日,克拉玛依市,55,8
12日,克拉玛依市,58,8
13日,克拉玛依市,70,12
14日,克拉玛依市,59,16
15日,克拉玛依市,50,9
16日,克拉玛依市,45,8
17日,克拉玛依市,54,6
18日,克拉玛依市,50,8
19日,克拉玛依市,40,10
20日,克拉玛依市,42,7
21日,克拉玛依市,53,8
22日,克拉玛依市,61,11
16日,吐鲁番市,96,41
17日,吐鲁番市,496,134
18日,吐鲁番市,78,28
19日,吐鲁番市,115,35
20日,吐鲁番市,137,48
21日,吐鲁番市,69,25
22日,吐鲁番市,63,22
09日,吐鲁番市,62,20
10日,吐鲁番市,135,42
11日,吐鲁番市,87,46
12日,吐鲁番市,57,24
13日,吐鲁番市,62,18
14日,吐鲁番市,82,30
15日,吐鲁番市,149,59
16日,哈密市,54,14
17日,哈密市,57,12
18日,哈密市,57,16
19日,哈密市,72,22
20日,哈密市,44,10
09日,哈密市,60,16
10日,哈密市,78,20
11日,哈密市,60,17
12日,哈密市,57,16
13日,哈密市,59,20
14日,哈密市,138,66
15日,哈密市,156,76
21日,哈密市,43,12
22日,哈密市,52,18
16日,昌吉回族自治州,56,16
17日,昌吉回族自治州,59,3
18日,昌吉回族自治州,73,14
19日,昌吉回族自治州,64,10
20日,昌吉回族自治州,42,8
21日,昌吉回族自治州,67,10
22日,昌吉回族自治州,75,14
09日,昌吉回族自治州,102,18
10日,昌吉回族自治州,55,6
11日,昌吉回族自治州,69,7
12日,昌吉回族自治州,69,8
13日,昌吉回族自治州,62,12
14日,昌吉回族自治州,128,44
15日,昌吉回族自治州,59,14
16日,博尔塔拉蒙古自治州,43,14
17日,博尔塔拉蒙古自治州,52,12
18日,博尔塔拉蒙古自治州,58,14
19日,博尔塔拉蒙古自治州,83,20
09日,博尔塔拉蒙古自治州,98,23
10日,博尔塔拉蒙古自治州,72,14
11日,博尔塔拉蒙古自治州,80,15
12日,博尔塔拉蒙古自治州,74,15
13日,博尔塔拉蒙古自治州,77,18
14日,博尔塔拉蒙古自治州,93,30
15日,博尔塔拉蒙古自治州,70,19
20日,博尔塔拉蒙古自治州,45,13
21日,博尔塔拉蒙古自治州,50,14
22日,博尔塔拉蒙古自治州,59,16
09日,巴音郭楞蒙古自治州,64,14
10日,巴音郭楞蒙古自治州,178,38
11日,巴音郭楞蒙古自治州,60,10
12日,巴音郭楞蒙古自治州,55,11
13日,巴音郭楞蒙古自治州,142,44
14日,巴音郭楞蒙古自治州,303,91
15日,巴音郭楞蒙古自治州,116,47
16日,巴音郭楞蒙古自治州,106,28
17日,巴音郭楞蒙古自治州,500,106
18日,巴音郭楞蒙古自治州,500,164
19日,巴音郭楞蒙古自治州,309,64
20日,巴音郭楞蒙古自治州,113,20
21日,巴音郭楞蒙古自治州,109,29
22日,巴音郭楞蒙古自治州,446,101
16日,阿克苏地区,170,66
17日,阿克苏地区,500,246
18日,阿克苏地区,500,810
19日,阿克苏地区,500,548
20日,阿克苏地区,500,222
21日,阿克苏地区,500,308
22日,阿克苏地区,500,186
09日,阿克苏地区,117,50
10日,阿克苏地区,500,96
11日,阿克苏地区,233,58
12日,阿克苏地区,158,58
13日,阿克苏地区,273,106
14日,阿克苏地区,393,142
15日,阿克苏地区,97,48
16日,克孜勒苏柯尔克孜自治州,75,25
17日,克孜勒苏柯尔克孜自治州,68,14
18日,克孜勒苏柯尔克孜自治州,220,89
19日,克孜勒苏柯尔克孜自治州,500,492
20日,克孜勒苏柯尔克孜自治州,282,97
21日,克孜勒苏柯尔克孜自治州,293,122
22日,克孜勒苏柯尔克孜自治州,500,178
09日,克孜勒苏柯尔克孜自治州,67,22
10日,克孜勒苏柯尔克孜自治州,60,17
11日,克孜勒苏柯尔克孜自治州,96,44
12日,克孜勒苏柯尔克孜自治州,496,164
13日,克孜勒苏柯尔克孜自治州,500,218
14日,克孜勒苏柯尔克孜自治州,402,160
15日,克孜勒苏柯尔克孜自治州,74,18
09日,喀什地区,94,35
10日,喀什地区,75,18
11日,喀什地区,123,48
12日,喀什地区,432,143
13日,喀什地区,500,189
14日,喀什地区,388,151
15日,喀什地区,69,31
16日,喀什地区,119,40
17日,喀什地区,67,21
18日,喀什地区,199,79
19日,喀什地区,500,475
20日,喀什地区,114,44
21日,喀什地区,183,83
22日,喀什地区,334,111
16日,和田地区,141,93
17日,和田地区,500,169
18日,和田地区,500,486
19日,和田地区,500,858
20日,和田地区,332,225
21日,和田地区,209,125
22日,和田地区,494,188
09日,和田地区,167,44
10日,和田地区,500,150
11日,和田地区,500,382
12日,和田地区,458,181
13日,和田地区,500,200
14日,和田地区,498,172
15日,和田地区,215,112
09日,伊犁哈萨克自治州,65,26
10日,伊犁哈萨克自治州,60,15
11日,伊犁哈萨克自治州,58,15
12日,伊犁哈萨克自治州,64,18
13日,伊犁哈萨克自治州,93,41
14日,伊犁哈萨克自治州,94,50
15日,伊犁哈萨克自治州,51,11
16日,伊犁哈萨克自治州,43,11
17日,伊犁哈萨克自治州,55,10
18日,伊犁哈萨克自治州,44,16
19日,伊犁哈萨克自治州,44,13
20日,伊犁哈萨克自治州,47,11
21日,伊犁哈萨克自治州,63,15
22日,伊犁哈萨克自治州,63,29
16日,塔城地区,41,13
17日,塔城地区,57,15
18日,塔城地区,42,12
19日,塔城地区,41,8
20日,塔城地区,46,10
21日,塔城地区,54,12
22日,塔城地区,56,13
09日,塔城地区,57,18
10日,塔城地区,58,9
11日,塔城地区,60,12
12日,塔城地区,59,10
13日,塔城地区,67,13
14日,塔城地区,51,12
15日,塔城地区,46,10
16日,阿勒泰地区,50,6
17日,阿勒泰地区,42,6
18日,阿勒泰地区,45,5
19日,阿勒泰地区,44,6
20日,阿勒泰地区,46,5
21日,阿勒泰地区,48,6
22日,阿勒泰地区,49,5
09日,阿勒泰地区,47,5
10日,阿勒泰地区,38,4
11日,阿勒泰地区,48,5
12日,阿勒泰地区,53,6
13日,阿勒泰地区,58,5
14日,阿勒泰地区,56,6
15日,阿勒泰地区,42,9
16日,石河子市,42,14
17日,石河子市,57,7
18日,石河子市,71,38
19日,石河子市,168,36
20日,石河子市,41,13
21日,石河子市,60,11
22日,石河子市,74,13
09日,石河子市,108,25
10日,石河子市,52,10
11日,石河子市,59,9
12日,石河子市,80,18
13日,石河子市,80,19
14日,石河子市,93,34
15日,石河子市,59,18
16日,五家渠市,56,26
17日,五家渠市,53,4
18日,五家渠市,62,16
19日,五家渠市,57,6
20日,五家渠市,38,8
21日,五家渠市,53,13
22日,五家渠市,60,20
09日,五家渠市,116,35
10日,五家渠市,46,16
11日,五家渠市,57,14
12日,五家渠市,52,10
13日,五家渠市,76,25
14日,五家渠市,169,62
15日,五家渠市,51,25
