日期,城市,空气指标,PM25
13日,三门峡市,121,59
14日,三门峡市,68,29
15日,三门峡市,79,32
16日,三门峡市,91,56
17日,南阳市,98,44
18日,南阳市,100,40
19日,南阳市,65,35
20日,南阳市,88,30
21日,南阳市,49,31
22日,南阳市,89,39
09日,南阳市,83,53
10日,南阳市,93,47
11日,南阳市,67,41
12日,南阳市,360,80
13日,南阳市,125,56
14日,南阳市,73,19
15日,南阳市,84,26
16日,南阳市,75,33
10日,商丘市,110,82
11日,商丘市,75,55
12日,商丘市,302,72
13日,商丘市,91,27
14日,商丘市,70,18
15日,商丘市,82,26
16日,商丘市,81,38
09日,商丘市,94,70
17日,商丘市,89,49
18日,商丘市,106,44
19日,商丘市,54,28
20日,商丘市,88,36
21日,商丘市,60,37
22日,商丘市,64,40
10日,信阳市,95,35
11日,信阳市,60,24
12日,信阳市,169,59
13日,信阳市,117,52
17日,信阳市,115,41
18日,信阳市,114,36
19日,信阳市,66,23
20日,信阳市,105,32
21日,信阳市,44,25
22日,信阳市,66,28
09日,信阳市,81,42
14日,信阳市,71,30
15日,信阳市,98,22
16日,信阳市,107,30
17日,周口市,86,43
18日,周口市,95,42
19日,周口市,51,24
20日,周口市,102,35
21日,周口市,52,36
22日,周口市,69,38
09日,周口市,107,80
10日,周口市,99,72
11日,周口市,74,45
12日,周口市,364,80
13日,周口市,108,46
14日,周口市,74,22
15日,周口市,79,27
16日,周口市,82,37
17日,驻马店市,96,40
18日,驻马店市,102,40
19日,驻马店市,60,28
20日,驻马店市,96,43
21日,驻马店市,63,42
22日,驻马店市,69,32
09日,驻马店市,105,62
10日,驻马店市,105,57
11日,驻马店市,65,37
12日,驻马店市,427,72
13日,驻马店市,124,44
14日,驻马店市,67,19
15日,驻马店市,80,18
16日,驻马店市,82,32
17日,武汉市,97,46
18日,武汉市,110,45
19日,武汉市,67,35
20日,武汉市,116,38
21日,武汉市,42,23
22日,武汉市,54,36
10日,武汉市,91,30
11日,武汉市,59,35
12日,武汉市,168,61
13日,武汉市,115,49
14日,武汉市,98,46
15日,武汉市,84,27
16日,武汉市,65,33
09日,武汉市,110,53
09日,黄石市,132,47
17日,黄石市,95,39
18日,黄石市,108,35
19日,黄石市,76,39
20日,黄石市,101,38
21日,黄石市,48,17
22日,黄石市,53,30
10日,黄石市,130,32
11日,黄石市,65,25
12日,黄石市,169,67
13日,黄石市,97,42
14日,黄石市,92,37
15日,黄石市,98,22
16日,黄石市,58,28
10日,十堰市,69,30
11日,十堰市,55,34
12日,十堰市,243,120
13日,十堰市,112,75
14日,十堰市,69,42
15日,十堰市,65,29
16日,十堰市,65,40
09日,十堰市,67,39
17日,十堰市,91,46
18日,十堰市,77,56
19日,十堰市,75,36
20日,十堰市,85,36
21日,十堰市,54,32
22日,十堰市,124,64
17日,宜昌市,97,48
18日,宜昌市,97,46
19日,宜昌市,62,37
20日,宜昌市,90,42
21日,宜昌市,55,39
22日,宜昌市,79,33
09日,宜昌市,77,37
10日,宜昌市,74,24
11日,宜昌市,39,27
12日,宜昌市,307,98
13日,宜昌市,173,80
14日,宜昌市,133,62
15日,宜昌市,83,39
16日,宜昌市,81,44
17日,襄阳市,109,53
18日,襄阳市,110,46
19日,襄阳市,70,38
20日,襄阳市,96,38
09日,襄阳市,88,54
10日,襄阳市,94,34
11日,襄阳市,72,52
12日,襄阳市,362,80
13日,襄阳市,175,88
14日,襄阳市,95,52
15日,襄阳市,96,34
16日,襄阳市,107,44
21日,襄阳市,62,44
22日,襄阳市,89,34
17日,鄂州市,101,37
18日,鄂州市,116,39
19日,鄂州市,71,35
20日,鄂州市,102,42
21日,鄂州市,44,18
22日,鄂州市,53,35
09日,鄂州市,94,50
10日,鄂州市,89,33
11日,鄂州市,57,24
12日,鄂州市,167,58
13日,鄂州市,109,43
14日,鄂州市,99,37
15日,鄂州市,86,24
16日,鄂州市,60,29
09日,荆门市,110,60
17日,荆门市,101,59
18日,荆门市,113,51
19日,荆门市,73,50
20日,荆门市,104,45
21日,荆门市,69,49
22日,荆门市,74,30
10日,荆门市,94,32
11日,荆门市,59,42
12日,荆门市,409,91
13日,荆门市,197,90
14日,荆门市,102,53
15日,荆门市,99,42
16日,荆门市,96,59
17日,孝感市,104,40
18日,孝感市,124,42
19日,孝感市,68,25
09日,孝感市,101,50
10日,孝感市,91,31
11日,孝感市,63,36
12日,孝感市,282,67
13日,孝感市,145,52
14日,孝感市,112,36
15日,孝感市,98,22
16日,孝感市,81,29
20日,孝感市,135,35
21日,孝感市,44,24
22日,孝感市,61,31
09日,荆州市,109,57
17日,荆州市,87,51
18日,荆州市,97,48
19日,荆州市,67,41
20日,荆州市,88,40
21日,荆州市,65,32
22日,荆州市,62,31
10日,荆州市,87,33
11日,荆州市,52,36
12日,荆州市,209,94
13日,荆州市,148,76
14日,荆州市,124,76
15日,荆州市,91,45
16日,荆州市,70,45
17日,黄冈市,98,39
18日,黄冈市,113,38
19日,黄冈市,69,35
20日,黄冈市,97,48
21日,黄冈市,42,29
22日,黄冈市,65,47
10日,黄冈市,115,35
11日,黄冈市,65,36
12日,黄冈市,143,48
13日,黄冈市,98,36
14日,黄冈市,81,31
15日,黄冈市,90,23
16日,黄冈市,62,29
09日,黄冈市,124,49
17日,咸宁市,85,41
18日,咸宁市,82,36
19日,咸宁市,73,42
20日,咸宁市,67,43
09日,咸宁市,84,40
21日,咸宁市,43,22
22日,咸宁市,59,41
10日,咸宁市,90,27
11日,咸宁市,49,25
12日,咸宁市,276,73
13日,咸宁市,110,40
14日,咸宁市,114,50
15日,咸宁市,77,22
16日,咸宁市,65,26
17日,随州市,99,40
18日,随州市,109,41
19日,随州市,65,25
20日,随州市,109,35
21日,随州市,61,38
22日,随州市,66,25
10日,随州市,92,36
11日,随州市,62,44
12日,随州市,153,44
13日,随州市,94,43
14日,随州市,78,34
15日,随州市,85,24
16日,随州市,90,40
09日,随州市,73,51
17日,恩施土家族苗族自治州,69,41
18日,恩施土家族苗族自治州,80,41
19日,恩施土家族苗族自治州,53,34
20日,恩施土家族苗族自治州,34,19
21日,恩施土家族苗族自治州,32,14
22日,恩施土家族苗族自治州,50,19
10日,恩施土家族苗族自治州,63,25
11日,恩施土家族苗族自治州,30,21
12日,恩施土家族苗族自治州,110,48
13日,恩施土家族苗族自治州,120,63
14日,恩施土家族苗族自治州,103,53
15日,恩施土家族苗族自治州,72,38
16日,恩施土家族苗族自治州,68,39
09日,恩施土家族苗族自治州,54,31
09日,长沙市,75,55
17日,长沙市,96,44
18日,长沙市,90,42
19日,长沙市,45,20
20日,长沙市,59,42
21日,长沙市,47,18
22日,长沙市,53,28
10日,长沙市,89,41
11日,长沙市,70,37
12日,长沙市,200,61
13日,长沙市,150,61
14日,长沙市,146,69
15日,长沙市,91,41
16日,长沙市,72,37
17日,株洲市,85,41
18日,株洲市,80,45
19日,株洲市,42,19
20日,株洲市,50,33
21日,株洲市,46,20
22日,株洲市,52,23
10日,株洲市,74,49
11日,株洲市,63,40
12日,株洲市,212,68
13日,株洲市,168,70
14日,株洲市,144,69
15日,株洲市,87,43
16日,株洲市,76,36
09日,株洲市,77,56
09日,湘潭市,78,57
17日,湘潭市,90,41
18日,湘潭市,80,41
19日,湘潭市,42,22
20日,湘潭市,59,41
21日,湘潭市,45,17
22日,湘潭市,54,25
10日,湘潭市,83,52
11日,湘潭市,62,38
12日,湘潭市,215,66
13日,湘潭市,158,64
14日,湘潭市,140,68
15日,湘潭市,84,43
16日,湘潭市,70,38
09日,衡阳市,78,57
10日,衡阳市,64,46
11日,衡阳市,57,40
12日,衡阳市,196,78
13日,衡阳市,210,87
14日,衡阳市,142,77
15日,衡阳市,93,54
16日,衡阳市,86,43
17日,衡阳市,82,44
18日,衡阳市,73,37
19日,衡阳市,55,19
20日,衡阳市,49,19
21日,衡阳市,41,19
22日,衡阳市,41,21
10日,邵阳市,68,49
11日,邵阳市,59,42
12日,邵阳市,239,83
09日,邵阳市,97,72
13日,邵阳市,218,90
14日,邵阳市,125,61
15日,邵阳市,100,53
16日,邵阳市,97,56
17日,邵阳市,95,46
18日,邵阳市,70,44
19日,邵阳市,67,22
20日,邵阳市,46,24
21日,邵阳市,49,26
22日,邵阳市,44,20
09日,岳阳市,75,41
10日,岳阳市,83,28
11日,岳阳市,55,28
12日,岳阳市,162,60
13日,岳阳市,126,49
14日,岳阳市,123,61
15日,岳阳市,93,30
16日,岳阳市,60,28
17日,岳阳市,106,39
18日,岳阳市,93,35
19日,岳阳市,57,30
20日,岳阳市,65,44
21日,岳阳市,48,24
22日,岳阳市,65,27
17日,常德市,89,44
18日,常德市,100,46
19日,常德市,43,30
20日,常德市,74,48
21日,常德市,69,36
22日,常德市,61,23
09日,常德市,75,44
10日,常德市,65,40
11日,常德市,59,42
12日,常德市,403,103
13日,常德市,177,82
14日,常德市,143,76
15日,常德市,107,59
16日,常德市,87,56
10日,张家界市,63,33
11日,张家界市,55,39
12日,张家界市,89,38
13日,张家界市,236,99
14日,张家界市,111,59
15日,张家界市,77,42
17日,张家界市,75,38
18日,张家界市,69,37
19日,张家界市,47,14
20日,张家界市,50,32
21日,张家界市,41,25
22日,张家界市,50,27
16日,张家界市,67,41
09日,张家界市,60,39
10日,益阳市,79,46
17日,益阳市,98,40
18日,益阳市,94,36
19日,益阳市,49,23
20日,益阳市,70,51
21日,益阳市,48,25
22日,益阳市,45,24
09日,益阳市,71,45
11日,益阳市,61,36
12日,益阳市,153,83
13日,益阳市,107,57
14日,益阳市,97,64
15日,益阳市,97,39
16日,益阳市,59,33
10日,郴州市,50,19
11日,郴州市,47,31
12日,郴州市,128,56
17日,郴州市,95,38
18日,郴州市,59,31
19日,郴州市,46,14
20日,郴州市,38,13
21日,郴州市,37,20
22日,郴州市,37,14
13日,郴州市,154,69
14日,郴州市,110,54
15日,郴州市,79,39
16日,郴州市,124,38
09日,郴州市,65,47
10日,永州市,51,28
11日,永州市,57,40
12日,永州市,230,86
13日,永州市,289,104
14日,永州市,147,75
17日,永州市,81,46
18日,永州市,76,46
19日,永州市,63,24
20日,永州市,47,22
21日,永州市,42,27
22日,永州市,44,22
09日,永州市,82,60
15日,永州市,98,56
16日,永州市,90,56
17日,怀化市,82,45
18日,怀化市,64,40
19日,怀化市,55,16
20日,怀化市,39,22
21日,怀化市,45,26
22日,怀化市,40,18
10日,怀化市,62,44
11日,怀化市,57,40
12日,怀化市,50,22
13日,怀化市,123,57
14日,怀化市,110,60
15日,怀化市,87,50
16日,怀化市,82,51
09日,怀化市,74,54
10日,娄底市,74,54
11日,娄底市,64,46
12日,娄底市,347,103
17日,娄底市,85,54
18日,娄底市,73,48
19日,娄底市,40,21
20日,娄底市,53,34
21日,娄底市,42,27
22日,娄底市,50,22
13日,娄底市,182,90
14日,娄底市,128,77
15日,娄底市,98,62
16日,娄底市,88,60
09日,娄底市,87,64
10日,湘西土家族苗族自治州,59,42
11日,湘西土家族苗族自治州,70,51
12日,湘西土家族苗族自治州,51,16
13日,湘西土家族苗族自治州,138,63
14日,湘西土家族苗族自治州,104,52
15日,湘西土家族苗族自治州,82,45
16日,湘西土家族苗族自治州,73,45
17日,湘西土家族苗族自治州,77,46
18日,湘西土家族苗族自治州,61,35
19日,湘西土家族苗族自治州,51,18
20日,湘西土家族苗族自治州,46,32
21日,湘西土家族苗族自治州,43,30
22日,湘西土家族苗族自治州,45,20
09日,湘西土家族苗族自治州,69,50
17日,广州市,76,26
18日,广州市,60,26
19日,广州市,38,20
20日,广州市,40,21
10日,广州市,82,27
11日,广州市,39,20
12日,广州市,55,21
13日,广州市,272,92
14日,广州市,163,83
15日,广州市,100,51
09日,广州市,95,32
21日,广州市,46,19
22日,广州市,51,22
16日,广州市,123,42
17日,韶关市,90,39
18日,韶关市,69,40
19日,韶关市,31,17
20日,韶关市,27,18
21日,韶关市,56,23
22日,韶关市,38,23
10日,韶关市,66,25
11日,韶关市,52,36
12日,韶关市,99,42
13日,韶关市,210,91
14日,韶关市,132,69
15日,韶关市,83,42
16日,韶关市,131,41
09日,韶关市,90,67
17日,深圳市,62,22
18日,深圳市,51,20
19日,深圳市,28,15
20日,深圳市,27,15
21日,深圳市,25,14
22日,深圳市,27,16
09日,深圳市,46,21
10日,深圳市,40,18
11日,深圳市,29,16
12日,深圳市,41,17
13日,深圳市,173,75
14日,深圳市,166,87
15日,深圳市,117,61
16日,深圳市,83,34
17日,珠海市,65,25
18日,珠海市,51,22
19日,珠海市,30,16
20日,珠海市,27,15
21日,珠海市,25,15
22日,珠海市,28,16
09日,珠海市,52,25
10日,珠海市,38,19
11日,珠海市,28,16
12日,珠海市,34,15
13日,珠海市,187,68
14日,珠海市,167,76
15日,珠海市,178,59
16日,珠海市,90,38
17日,汕头市,65,29
18日,汕头市,59,25
19日,汕头市,34,20
20日,汕头市,33,23
21日,汕头市,29,19
22日,汕头市,31,19
10日,汕头市,46,24
11日,汕头市,48,33
12日,汕头市,53,23
13日,汕头市,125,47
14日,汕头市,107,48
15日,汕头市,107,51
16日,汕头市,83,37
09日,汕头市,60,34
17日,佛山市,74,28
18日,佛山市,56,25
10日,佛山市,74,24
11日,佛山市,35,20
12日,佛山市,64,23
13日,佛山市,232,76
14日,佛山市,160,76
09日,佛山市,90,31
19日,佛山市,35,19
20日,佛山市,38,18
21日,佛山市,32,16
22日,佛山市,39,18
15日,佛山市,108,61
16日,佛山市,117,42
10日,江门市,45,22
11日,江门市,33,17
12日,江门市,52,19
13日,江门市,220,82
14日,江门市,157,80
09日,江门市,61,28
15日,江门市,139,59
16日,江门市,98,42
17日,江门市,66,27
18日,江门市,49,20
19日,江门市,33,18
20日,江门市,33,16
21日,江门市,29,17
22日,江门市,30,16
09日,湛江市,56,27
10日,湛江市,33,21
11日,湛江市,30,17
12日,湛江市,54,24
13日,湛江市,176,75
14日,湛江市,158,83
15日,湛江市,135,67
17日,湛江市,84,39
18日,湛江市,62,30
19日,湛江市,43,25
20日,湛江市,34,16
21日,湛江市,33,16
22日,湛江市,52,27
16日,湛江市,150,60
17日,茂名市,90,35
18日,茂名市,61,24
19日,茂名市,40,17
20日,茂名市,32,20
21日,茂名市,29,16
22日,茂名市,38,17
09日,茂名市,49,25
10日,茂名市,36,20
11日,茂名市,32,15
12日,茂名市,53,25
13日,茂名市,180,79
14日,茂名市,171,82
15日,茂名市,160,78
16日,茂名市,123,51
17日,肇庆市,73,28
18日,肇庆市,66,33
19日,肇庆市,38,24
20日,肇庆市,34,20
09日,肇庆市,77,34
21日,肇庆市,37,17
22日,肇庆市,42,20
10日,肇庆市,65,28
11日,肇庆市,37,23
12日,肇庆市,72,33
13日,肇庆市,184,80
14日,肇庆市,149,71
15日,肇庆市,126,47
16日,肇庆市,115,42
10日,惠州市,59,21
11日,惠州市,31,18
12日,惠州市,55,21
13日,惠州市,183,77
14日,惠州市,153,77
09日,惠州市,71,24
17日,惠州市,62,22
18日,惠州市,54,21
19日,惠州市,28,15
20日,惠州市,40,18
21日,惠州市,36,15
22日,惠州市,41,18
15日,惠州市,112,55
16日,惠州市,85,34
17日,梅州市,64,28
18日,梅州市,51,24
19日,梅州市,26,18
20日,梅州市,28,19
21日,梅州市,32,18
22日,梅州市,38,20
10日,梅州市,63,21
11日,梅州市,43,28
12日,梅州市,81,30
13日,梅州市,108,43
14日,梅州市,93,48
15日,梅州市,90,42
16日,梅州市,97,39
09日,梅州市,56,36
09日,汕尾市,49,25
17日,汕尾市,57,23
18日,汕尾市,57,24
19日,汕尾市,28,19
20日,汕尾市,26,17
21日,汕尾市,26,16
22日,汕尾市,31,17
10日,汕尾市,43,18
11日,汕尾市,35,15
12日,汕尾市,48,17
13日,汕尾市,116,45
14日,汕尾市,125,58
15日,汕尾市,110,51
16日,汕尾市,77,32
09日,河源市,82,42
10日,河源市,80,36
11日,河源市,49,34
12日,河源市,67,32
13日,河源市,179,54
14日,河源市,113,51
15日,河源市,86,44
16日,河源市,95,38
17日,河源市,84,28
18日,河源市,56,26
19日,河源市,35,24
20日,河源市,40,28
21日,河源市,57,22
22日,河源市,60,24
10日,阳江市,40,20
11日,阳江市,30,12
12日,阳江市,54,19
13日,阳江市,199,73
14日,阳江市,146,67
15日,阳江市,131,62
16日,阳江市,129,46
17日,阳江市,79,29
18日,阳江市,54,24
19日,阳江市,41,16
20日,阳江市,30,14
21日,阳江市,27,15
22日,阳江市,26,13
09日,阳江市,59,24
10日,清远市,110,31
11日,清远市,53,28
12日,清远市,88,30
13日,清远市,206,75
17日,清远市,110,31
18日,清远市,93,41
19日,清远市,44,24
20日,清远市,44,24
21日,清远市,53,17
22日,清远市,60,26
09日,清远市,117,49
14日,清远市,151,66
15日,清远市,92,40
16日,清远市,149,40
17日,东莞市,65,24
18日,东莞市,55,23
19日,东莞市,30,17
20日,东莞市,41,16
21日,东莞市,39,16
22日,东莞市,45,19
10日,东莞市,71,20
11日,东莞市,36,15
12日,东莞市,48,18
13日,东莞市,228,86
14日,东莞市,180,90
15日,东莞市,109,56
16日,东莞市,111,40
09日,东莞市,80,23
17日,中山市,61,24
18日,中山市,41,19
09日,中山市,60,22
10日,中山市,49,19
11日,中山市,30,15
12日,中山市,36,13
13日,中山市,199,64
14日,中山市,153,74
15日,中山市,145,52
16日,中山市,87,36
19日,中山市,26,16
20日,中山市,31,14
21日,中山市,25,14
22日,中山市,29,16
17日,潮州市,63,30
18日,潮州市,61,28
19日,潮州市,44,23
20日,潮州市,50,30
21日,潮州市,52,30
22日,潮州市,41,21
09日,潮州市,77,54
10日,潮州市,59,30
11日,潮州市,45,31
12日,潮州市,62,24
13日,潮州市,112,41
14日,潮州市,94,46
15日,潮州市,94,44
16日,潮州市,92,38
17日,揭阳市,67,31
18日,揭阳市,59,25
19日,揭阳市,38,21
20日,揭阳市,43,24
21日,揭阳市,38,21
22日,揭阳市,38,19
09日,揭阳市,68,47
10日,揭阳市,50,24
11日,揭阳市,47,30
12日,揭阳市,65,25
13日,揭阳市,112,47
14日,揭阳市,102,50
15日,揭阳市,100,50
16日,揭阳市,83,41
09日,云浮市,63,45
17日,云浮市,78,33
18日,云浮市,64,28
19日,云浮市,34,16
20日,云浮市,36,17
21日,云浮市,32,12
22日,云浮市,41,16
10日,云浮市,47,24
11日,云浮市,36,22
12日,云浮市,72,23
13日,云浮市,182,71
14日,云浮市,146,66
15日,云浮市,106,46
16日,云浮市,90,42
09日,南宁市,47,28
17日,南宁市,83,44
18日,南宁市,65,35
19日,南宁市,64,29
20日,南宁市,51,21
21日,南宁市,44,17
22日,南宁市,62,26
10日,南宁市,58,29
11日,南宁市,44,29
12日,南宁市,53,27
13日,南宁市,125,44
14日,南宁市,143,71
15日,南宁市,117,63
16日,南宁市,119,55
17日,柳州市,98,49
18日,柳州市,77,44
19日,柳州市,65,31
20日,柳州市,49,22
21日,柳州市,58,21
22日,柳州市,59,22
09日,柳州市,98,73
10日,柳州市,84,62
11日,柳州市,52,35
12日,柳州市,64,29
13日,柳州市,139,55
14日,柳州市,161,77
15日,柳州市,114,66
16日,柳州市,107,55
10日,桂林市,79,58
11日,桂林市,55,39
12日,桂林市,117,52
13日,桂林市,355,112
14日,桂林市,147,76
15日,桂林市,90,54
16日,桂林市,92,47
09日,桂林市,127,96
17日,桂林市,86,48
18日,桂林市,86,61
19日,桂林市,61,41
20日,桂林市,52,19
21日,桂林市,43,26
22日,桂林市,40,17
17日,梧州市,94,39
18日,梧州市,66,30
19日,梧州市,51,27
20日,梧州市,47,24
21日,梧州市,44,28
22日,梧州市,65,25
09日,梧州市,75,48
10日,梧州市,72,44
11日,梧州市,57,33
12日,梧州市,98,40
13日,梧州市,235,82
14日,梧州市,169,76
15日,梧州市,124,62
16日,梧州市,120,50
17日,北海市,96,40
18日,北海市,70,32
19日,北海市,46,21
20日,北海市,35,14
21日,北海市,38,17
22日,北海市,31,13
09日,北海市,49,22
10日,北海市,46,25
11日,北海市,45,24
12日,北海市,65,30
13日,北海市,174,78
14日,北海市,195,86
15日,北海市,129,60
16日,北海市,110,58
17日,防城港市,102,47
18日,防城港市,74,36
19日,防城港市,43,22
20日,防城港市,29,14
21日,防城港市,29,15
22日,防城港市,29,16
09日,防城港市,51,25
10日,防城港市,51,27
11日,防城港市,46,29
12日,防城港市,49,20
13日,防城港市,103,37
14日,防城港市,146,67
15日,防城港市,130,71
16日,防城港市,118,67
09日,钦州市,54,29
17日,钦州市,104,47
18日,钦州市,87,41
19日,钦州市,53,25
20日,钦州市,38,16
21日,钦州市,38,14
22日,钦州市,36,16
10日,钦州市,53,29
11日,钦州市,56,36
12日,钦州市,63,23
13日,钦州市,113,44
14日,钦州市,172,72
15日,钦州市,159,81
16日,钦州市,135,72
10日,贵港市,52,33
11日,贵港市,53,36
12日,贵港市,94,40
13日,贵港市,240,88
14日,贵港市,183,86
15日,贵港市,141,80
17日,贵港市,96,50
18日,贵港市,74,41
19日,贵港市,52,27
20日,贵港市,45,20
21日,贵港市,43,18
22日,贵港市,50,16
09日,贵港市,61,43
16日,贵港市,110,62
09日,玉林市,48,31
17日,玉林市,88,45
18日,玉林市,69,39
19日,玉林市,49,33
20日,玉林市,41,28
21日,玉林市,45,21
22日,玉林市,45,22
10日,玉林市,43,30
11日,玉林市,48,31
12日,玉林市,82,40
13日,玉林市,282,105
14日,玉林市,168,90
15日,玉林市,129,76
16日,玉林市,101,56
10日,百色市,56,33
11日,百色市,73,46
17日,百色市,83,56
18日,百色市,66,45
19日,百色市,77,40
20日,百色市,68,33
21日,百色市,49,27
22日,百色市,67,29
09日,百色市,64,46
12日,百色市,55,29
13日,百色市,157,66
14日,百色市,141,73
15日,百色市,97,53
16日,百色市,98,55
10日,贺州市,70,51
11日,贺州市,55,37
12日,贺州市,109,55
13日,贺州市,215,102
14日,贺州市,139,80
09日,贺州市,77,56
17日,贺州市,87,49
18日,贺州市,68,41
19日,贺州市,51,27
20日,贺州市,38,20
21日,贺州市,40,22
22日,贺州市,41,20
15日,贺州市,87,53
16日,贺州市,117,47
17日,河池市,81,49
18日,河池市,64,43
19日,河池市,59,29
20日,河池市,49,29
21日,河池市,52,24
22日,河池市,54,23
10日,河池市,99,74
11日,河池市,67,40
12日,河池市,49,19
13日,河池市,163,70
14日,河池市,115,63
15日,河池市,87,50
16日,河池市,106,48
09日,河池市,112,84
17日,来宾市,88,51
18日,来宾市,67,41
19日,来宾市,62,31
20日,来宾市,47,21
21日,来宾市,50,23
22日,来宾市,55,21
10日,来宾市,56,29
11日,来宾市,48,30
12日,来宾市,64,28
13日,来宾市,120,50
14日,来宾市,148,73
15日,来宾市,115,60
16日,来宾市,104,53
09日,来宾市,78,57
09日,崇左市,47,29
17日,崇左市,73,41
18日,崇左市,77,43
19日,崇左市,80,28
20日,崇左市,67,26
21日,崇左市,50,24
22日,崇左市,77,30
10日,崇左市,69,30
11日,崇左市,73,33
12日,崇左市,54,26
13日,崇左市,155,58
14日,崇左市,143,66
15日,崇左市,99,51
16日,崇左市,110,38
17日,海口市,81,37
18日,海口市,54,25
19日,海口市,47,21
20日,海口市,39,14
21日,海口市,35,15
22日,海口市,48,16
10日,海口市,38,24
11日,海口市,37,16
12日,海口市,37,21
13日,海口市,156,66
14日,海口市,170,72
15日,海口市,151,69
16日,海口市,121,61
09日,海口市,47,23
17日,三亚市,81,37
18日,三亚市,42,19
19日,三亚市,24,13
20日,三亚市,22,11
21日,三亚市,22,12
22日,三亚市,23,12
09日,三亚市,43,17
10日,三亚市,32,14
11日,三亚市,27,14
12日,三亚市,25,14
13日,三亚市,43,20
14日,三亚市,106,51
15日,三亚市,102,48
16日,三亚市,100,48
10日,儋州市,39,22
11日,儋州市,48,26
12日,儋州市,52,23
13日,儋州市,142,70
17日,儋州市,86,45
18日,儋州市,52,26
19日,儋州市,38,20
20日,儋州市,52,18
21日,儋州市,55,16
22日,儋州市,43,18
14日,儋州市,153,70
15日,儋州市,111,53
16日,儋州市,87,46
09日,儋州市,50,21
10日,重庆市,95,41
11日,重庆市,44,29
17日,重庆市,119,44
18日,重庆市,121,40
19日,重庆市,93,26
20日,重庆市,71,18
21日,重庆市,51,22
22日,重庆市,46,21
12日,重庆市,200,82
13日,重庆市,222,95
14日,重庆市,141,71
15日,重庆市,101,54
16日,重庆市,106,45
09日,重庆市,99,46
10日,成都市,109,39
09日,成都市,111,43
17日,成都市,113,37
18日,成都市,130,42
19日,成都市,94,28
20日,成都市,100,33
21日,成都市,64,39
22日,成都市,67,32
11日,成都市,59,39
12日,成都市,161,78
13日,成都市,154,67
14日,成都市,92,46
15日,成都市,99,51
16日,成都市,113,55
17日,自贡市,108,38
18日,自贡市,124,36
19日,自贡市,85,30
20日,自贡市,94,26
21日,自贡市,51,23
22日,自贡市,59,22
10日,自贡市,108,46
11日,自贡市,51,32
12日,自贡市,185,68
13日,自贡市,171,63
14日,自贡市,137,58
15日,自贡市,122,61
16日,自贡市,100,42
09日,自贡市,92,36
17日,攀枝花市,95,14
18日,攀枝花市,79,15
19日,攀枝花市,80,17
20日,攀枝花市,81,13
21日,攀枝花市,65,14
09日,攀枝花市,98,42
22日,攀枝花市,68,16
10日,攀枝花市,97,40
11日,攀枝花市,77,26
12日,攀枝花市,51,23
13日,攀枝花市,65,16
14日,攀枝花市,77,20
15日,攀枝花市,63,22
16日,攀枝花市,77,19
17日,泸州市,89,37
09日,泸州市,113,59
10日,泸州市,98,70
11日,泸州市,77,56
12日,泸州市,101,57
13日,泸州市,130,75
14日,泸州市,105,68
15日,泸州市,97,61
16日,泸州市,89,42
18日,泸州市,106,44
19日,泸州市,65,24
20日,泸州市,65,19
21日,泸州市,56,30
22日,泸州市,54,19
10日,德阳市,117,36
11日,德阳市,59,32
12日,德阳市,146,74
13日,德阳市,173,86
14日,德阳市,107,61
15日,德阳市,102,60
16日,德阳市,115,62
09日,德阳市,123,54
17日,德阳市,131,44
18日,德阳市,120,41
19日,德阳市,109,33
20日,德阳市,95,34
21日,德阳市,59,34
22日,德阳市,75,41
10日,绵阳市,90,28
11日,绵阳市,56,28
12日,绵阳市,175,73
13日,绵阳市,164,80
14日,绵阳市,97,50
09日,绵阳市,100,40
17日,绵阳市,120,45
18日,绵阳市,100,41
19日,绵阳市,91,32
20日,绵阳市,91,37
21日,绵阳市,59,30
22日,绵阳市,78,38
15日,绵阳市,96,51
16日,绵阳市,99,49
17日,广元市,81,25
18日,广元市,100,42
19日,广元市,108,66
20日,广元市,79,33
21日,广元市,71,36
22日,广元市,105,55
09日,广元市,66,29
10日,广元市,78,26
11日,广元市,78,36
12日,广元市,500,314
13日,广元市,134,79
14日,广元市,92,68
15日,广元市,93,56
16日,广元市,80,42
17日,遂宁市,115,39
18日,遂宁市,116,38
10日,遂宁市,117,40
11日,遂宁市,51,22
12日,遂宁市,500,170
19日,遂宁市,107,47
20日,遂宁市,104,24
21日,遂宁市,58,19
22日,遂宁市,67,25
09日,遂宁市,106,38
13日,遂宁市,215,95
14日,遂宁市,140,66
15日,遂宁市,105,50
16日,遂宁市,95,48
10日,内江市,111,53
11日,内江市,50,32
12日,内江市,187,93
13日,内江市,157,80
14日,内江市,123,69
15日,内江市,107,70
09日,内江市,100,44
16日,内江市,111,54
17日,内江市,124,50
18日,内江市,120,42
19日,内江市,93,38
20日,内江市,88,26
21日,内江市,48,24
22日,内江市,56,25
10日,乐山市,110,48
11日,乐山市,60,41
09日,乐山市,101,38
16日,乐山市,104,49
17日,乐山市,111,40
18日,乐山市,144,42
19日,乐山市,88,33
20日,乐山市,115,39
21日,乐山市,61,40
22日,乐山市,67,28
12日,乐山市,142,64
13日,乐山市,142,70
14日,乐山市,101,56
15日,乐山市,104,58
10日,南充市,92,44
11日,南充市,45,25
12日,南充市,500,180
13日,南充市,302,110
16日,南充市,91,54
17日,南充市,85,42
18日,南充市,103,41
